konami_id,name,text,pendulum
17628,A 보옥수 루비 카번클,"이 카드명의 ③의 효과는 1턴에 1번밖에 사용할 수 없다. ①: 필드 존에 ""어드밴스드 다크""가 존재하지 않을 경우에 이 몬스터는 묘지로 보내진다. ②: 앞면 표시의 이 카드가 몬스터 존에서 파괴되었을 경우, 묘지로 보내지 않으며 지속 마법 카드로 취급하고 자신의 마법 & 함정 존에 앞면 표시로 놓을 수 있다. ③: 이 카드를 지속 마법 카드로 취급할 경우에 발동할 수 있다. 이 카드를 특수 소환한다. 그 후, 자신의 마법 & 함정 존의 ""A(어드밴스드) 보옥수"" 몬스터 카드를 가능한 한 특수 소환할 수 있다.",
17634,A 보옥수 사파이어 페가수스,"①: 필드 존에 ""어드밴스드 다크""가 존재하지 않을 경우에 이 몬스터는 묘지로 보내진다. ②: 이 카드가 일반 소환 / 반전 소환 / 특수 소환에 성공했을 경우에 발동할 수 있다. 자신의 패 / 덱 / 묘지의 몬스터 및 제외되어 있는 자신의 몬스터 중에서, ""A(어드밴스드) 보옥수"" 몬스터 1장을 골라 지속 마법 카드로 취급하여 자신의 마법 & 함정 존에 앞면 표시로 놓는다. ③: 앞면 표시의 이 카드가 몬스터 존에서 파괴되었을 경우, 묘지로 보내지 않으며 지속 마법 카드로 취급하고 자신의 마법 & 함정 존에 앞면 표시로 놓을 수 있다.",
17629,A 보옥수 애머지스트 캣,"①: 필드 존에 ""어드밴스드 다크""가 존재하지 않을 경우에 이 몬스터는 묘지로 보내진다. ②: 자신의 ""A(어드밴스드) 보옥수"" 몬스터는 직접 공격할 수 있다. 그 직접 공격으로 상대에게 주는 전투 데미지는 절반이 된다. ③: 앞면 표시의 이 카드가 몬스터 존에서 파괴되었을 경우, 묘지로 보내지 않으며 지속 마법 카드로 취급하고 자신의 마법 & 함정 존에 앞면 표시로 놓을 수 있다.",
17632,A 보옥수 앰버 맘모스,"①: 필드 존에 ""어드밴스드 다크""가 존재하지 않을 경우에 이 몬스터는 묘지로 보내진다. ②: 1턴에 1번, 자신의 ""A(어드밴스드) 보옥수"" 카드 또는 자신의 ""어드밴스드 다크""를 대상으로 하는 효과를 상대가 발동했을 때에 발동할 수 있다. 그 발동을 무효로 한다. ③: 1턴에 1번, 자신의 ""A(어드밴스드) 보옥수"" 몬스터가 공격 대상으로 선택되었을 때에 발동할 수 있다. 그 공격을 무효로 한다. ④: 앞면 표시의 이 카드가 몬스터 존에서 파괴되었을 경우, 묘지로 보내지 않으며 지속 마법 카드로 취급하고 자신의 마법 & 함정 존에 앞면 표시로 놓을 수 있다.",
17630,A 보옥수 에머랄드 터틀,"①: 필드 존에 ""어드밴스드 다크""가 존재하지 않을 경우에 이 몬스터는 묘지로 보내진다. ②: 1턴에 1번, 필드의 앞면 표시 몬스터 1장을 대상으로 하고 발동할 수 있다. 그 몬스터의 표시 형식을 변경한다. 이 효과는 상대 턴에도 발동할 수 있다. ③: 앞면 표시의 이 카드가 몬스터 존에서 파괴되었을 경우, 묘지로 보내지 않으며 지속 마법 카드로 취급하고 자신의 마법 & 함정 존에 앞면 표시로 놓을 수 있다.",
17633,A 보옥수 코발트 이글,"①: 필드 존에 ""어드밴스드 다크""가 존재하지 않을 경우에 이 몬스터는 묘지로 보내진다. ②: 패 / 필드의 이 카드를 묘지로 보내고 발동할 수 있다. 덱에서 ""어드밴스드 다크"" 1장을 패에 넣는다. ③: 1턴에 1번, 자신 필드의 ""A(어드밴스드) 보옥수"" 카드 1장을 대상으로 하고 발동할 수 있다. 그 카드를 주인의 패로 되돌리거나 덱 맨 위로 되돌린다. ④: 앞면 표시의 이 카드가 몬스터 존에서 파괴되었을 경우, 묘지로 보내지 않으며 지속 마법 카드로 취급하고 자신의 마법 & 함정 존에 앞면 표시로 놓을 수 있다.",
17631,A 보옥수 토파즈 타이거,"①: 필드 존에 ""어드밴스드 다크""가 존재하지 않을 경우에 이 몬스터는 묘지로 보내진다. ②: 이 카드가 몬스터 존에 존재하는 한, 자신 필드의 ""A(어드밴스드) 보옥수"" 몬스터의 공격력 / 수비력은 400 올리고, 상대 필드의 몬스터의 공격력 / 수비력은 400 내린다. ③: 앞면 표시의 이 카드가 몬스터 존에서 파괴되었을 경우, 묘지로 보내지 않으며 지속 마법 카드로 취급하고 자신의 마법 & 함정 존에 앞면 표시로 놓을 수 있다.",
12590,ABC－드래곤 버스터,"""A－어썰트 코어"" ＋ ""B－버스터 드레이크"" ＋ ""C－크러시 와이반""<br>자신의 필드 / 묘지의 상기 카드를 제외했을 경우에만 엑스트라 덱에서 특수 소환할 수 있다. ①: 자신 / 상대 턴에 1번, 패를 1장 버리고, 필드의 카드 1장을 대상으로 하여 발동할 수 있다. 그 카드를 제외한다. ②: 상대 턴에, 이 카드를 릴리스하고, 자신의 제외 상태의 기계족 / 빛 속성 유니온 몬스터 3장을 대상으로 하여 발동할 수 있다(같은 이름의 카드는 1장까지). 그 몬스터를 특수 소환한다.",
8936,AD 체인저,"묘지에 존재하는 이 카드를 게임에서 제외하고, 필드 위에 존재하는 몬스터 1장을 선택하여 발동한다. 선택한 몬스터의 표시 형식을 변경한다.",
14861,Ai들링 본,"이 카드명의 ①②의 효과는 각각 1턴에 1번밖에 사용할 수 없다. ①: 자신 묘지의 ""＠(앳)이그니스터"" 몬스터 1장을 대상으로 하고 발동할 수 있다. 그 몬스터를 특수 소환한다. 이 카드의 발동 후, 턴 종료시까지 자신은 사이버스족 몬스터밖에 특수 소환할 수 없다. ②: 몬스터끼리가 전투를 실행하는 공격 선언시, 묘지의 이 카드와 패를 1장 제외하고, 자신 묘지의 카드 및 제외되어 있는 자신의 카드 중에서, ""Ai(아이)들링 본"" 이외의 ""Ai(아이)"" 마법 / 함정 카드 1장을 대상으로 하여 발동할 수 있다. 그 카드를 패에 넣는다.",
14862,Ai러브 융합,"이 카드명의 카드는 1턴에 1장밖에 발동할 수 없다. ①: 자신의 패 / 필드에서, 사이버스족 융합 몬스터 카드에 기재된 융합 소재 몬스터를 묘지로 보내고, 그 융합 몬스터 1장을 엑스트라 덱에서 융합 소환한다. 자신의 ""＠(앳)이그니스터"" 몬스터를 융합 소재로 할 경우, 상대 필드의 링크 몬스터도 1장까지 융합 소재로 할 수 있다.",
14878,Ai섀도우,"이 카드명의 ②의 효과는 1턴에 1번밖에 사용할 수 없다. 자신 필드의 ""＠(앳)이그니스터"" 몬스터 1장을 대상으로 하고 이 카드를 발동할 수 있다. ①: 이 카드가 마법 & 함정 존에 존재하는 한, 대상 몬스터의 공격력은 800 올리고, 공격 가능한 상대 몬스터는 대상 몬스터에 공격해야 한다. ②: 마법 & 함정 존의 앞면 표시의 이 카드가 상대 효과로 필드에서 벗어나, 묘지로 보내졌을 경우 또는 제외되었을 경우에 발동한다. 자신은 덱에서 1장 드로우한다.",
14860,Ai우치,"이 카드명의 카드는 1턴에 1장밖에 발동할 수 없다. ①: 자신과 상대의 몬스터끼리가 전투를 실행하는 데미지 계산시에 발동할 수 있다. 그 자신 몬스터의 공격력은 그 데미지 계산시에만, 그 상대 몬스터의 공격력과 같아지고, 그 데미지 스텝 종료시에 그 전투로 파괴된 몬스터의 컨트롤러는 그 원래 공격력만큼의 데미지를 받는다. ②: 자신의 ""＠(앳)이그니스터"" 몬스터가 전투로 파괴될 경우, 대신에 묘지의 이 카드를 제외할 수 있다.",
14863,Ai의 의식,"사이버스족 의식 몬스터의 의식 소환에 필요. ①: 레벨의 합계가 의식 소환할 몬스터의 레벨 이상이 되도록, 자신의 패 / 필드의 ""＠(앳)이그니스터"" 몬스터를 릴리스하고, 패에서 사이버스족 의식 몬스터 1장을 의식 소환한다. 발동시에 자신 필드에 ""＠(앳)이그니스터"" 몬스터가 존재할 경우, 자신 묘지의 ""＠(앳)이그니스터"" 몬스터도 릴리스 대신에 제외할 수 있다.",
15059,Ai－Q,"자신 필드에 ""@(앳)이그니스터"" 몬스터가 존재할 경우에 이 카드를 발동할 수 있다. 이 카드의 컨트롤러는, 자신 스탠바이 페이즈마다 자신 필드의 링크 몬스터 1장을 릴리스한다. 또는 릴리스하지 않으며 이 카드를 파괴한다. ①: 이 카드가 마법 & 함정 존에 존재하는 한, 그 동안에는 서로 1턴에 1번밖에 링크 소환할 수 없다.",
21207,Ai－보,"이 카드명의 ①②의 효과는 각각 1턴에 1번밖에 사용할 수 없다. ①: 자신 필드의 원래 공격력이 2300 인 사이버스족 몬스터의 수만큼, 상대 필드의 앞면 표시 카드를 대상으로 하고 발동할 수 있다. 그 카드의 효과를 턴 종료시까지 무효로 한다. ②: 묘지의 이 카드를 제외하고, 자신의 제외 상태인 사이버스족 몬스터 1장을 대상으로 하여 발동할 수 있다. 그 몬스터를 특수 소환한다.",
16436,Ai－쇼,"①: 엑스트라 몬스터 존에 자신의 링크 3 이상의 ""＠(앳)이그니스터"" 몬스터가 존재할 경우, 상대 몬스터의 공격 선언시에 발동할 수 있다. 공격력의 합계가, 그 공격 몬스터의 공격력 이하가 되도록, 링크 몬스터 이외의 공격력 2300 의 사이버스족 몬스터를 엑스트라 덱에서 임의의 수만큼 고르고 특수 소환한다. 그 후, 배틀 페이즈를 종료한다.",
15042,Ai－콘택트,"이 카드명의 카드는 1턴에 1장밖에 발동할 수 없다. ①: 자신의 필드 존에 ""이그니스터 Ai(아이)랜드""가 존재할 경우, 패의 ""이그니스터 Ai(아이)랜드"" 1장을 상대에게 보여주고 발동할 수 있다. 보여준 카드를 덱 맨 아래로 되돌리고, 자신은 덱에서 3장 드로우한다.",
18000,ALERT!,"이 카드명은 룰상 ""R－ACE(레스큐 에이스)"" 카드로도 취급한다. 이 카드명의 카드는 1턴에 1장밖에 발동할 수 없다. ①: 자신 묘지에서 ""R－ACE(레스큐 에이스)"" 몬스터 1장을 패에 넣는다. 자신 필드에 ""R－ACE(레스큐 에이스) 하이드런트""가 존재할 경우, 대신에 덱에서 ""R－ACE(레스큐 에이스)"" 몬스터 1장을 패에 넣을 수도 있다.",
21199,ARG☆S－GiantKilling,"이 카드명의 ①②의 효과는 1턴에 1번, 어느 쪽이든 1개밖에 사용할 수 없다. ①: 덱에서 ""ARG☆S(아르고스타즈)"" 몬스터 1장을 패에 넣는다. 자신의 몬스터 존에 지속 함정 카드가 존재할 경우, 또는 자신을 몬스터로서 특수 소환하는 효과를 가지는 지속 함정 카드가 자신의 마법 & 함정 존에 존재할 경우, 추가로 전사족 몬스터 1장의 일반 소환을 실행할 수 있다. ②: 자신 메인 페이즈에 묘지의 이 카드를 제외하고, 자신 필드의 ""ARG☆S(아르고스타즈)"" 지속 함정 카드를 포함하는 필드의 카드 2장을 대상으로 하여 발동할 수 있다. 그 카드를 패로 되돌린다.",
20795,ARG☆S－HomeStadium,"①: 1턴에 1번, 1000 LP를 지불하고 발동할 수 있다. 자신의 묘지 / 제외 상태인 ""ARG☆S(아르고스타즈)"" 카드 1장을 패에 넣는다. ②: 마법 & 함정 존에서 자신 필드에 지속 함정 카드가 특수 소환될 때마다, 상대에게 500 데미지를 준다. ③: 자신의 ""ARG☆S(아르고스타즈)"" 몬스터가 제외되어 있는 상태에서, 자신의 지속 함정 카드가 몬스터 존에서 효과를 발동했을 경우, 상대 필드의 앞면 표시 카드 1장을 대상으로 하고 발동할 수 있다(동일한 체인 위에서는 1번까지). 그 카드의 효과를 턴 종료시까지 무효로 한다.",
20810,ARG☆S－도룡의 에테오,"①: 이 카드가 마법 & 함정 존에 존재하는 한, 자신 필드의 전사족 몬스터는 효과로는 파괴되지 않는다. ②: 1턴에 1번, 상대가 효과를 발동했을 때에 발동할 수 있다. 이 카드는 이하의 효과를 가지는 효과 몬스터(전사족 / 빛 / 레벨 4 / 공 800 / 수 800)가 되고, 몬스터 존에 특수 소환한다(함정 카드로도 취급한다). 자신의 ""ARG☆S(아르고스타즈)"" 몬스터가 제외되어 있을 경우, 추가로 필드의 카드 1장을 패로 되돌릴 수 있다. ●자신 / 상대 턴에 1번, 발동할 수 있다. 이 카드를 자신의 마법 & 함정 존에 앞면 표시로 놓는다.",
20809,ARG☆S－비연의 카파네,"①: 이 카드가 마법 & 함정 존에 존재하는 한, 자신의 전사족 몬스터는 전투로는 파괴되지 않는다. ②: 1턴에 1번, 몬스터 존에 지속 함정 카드가 존재할 경우에 발동할 수 있다. 이 카드는 이하의 효과를 가지는 효과 몬스터(전사족 / 빛 / 레벨 4 / 공 1800 / 수 1800)가 되고, 몬스터 존에 특수 소환한다(함정 카드로도 취급한다). 자신의 ""ARG☆S(아르고스타즈)"" 몬스터가 제외되어 있을 경우, 추가로 자신은 500 LP 회복한다. ●자신 / 상대 턴에 1번, 발동할 수 있다. 이 카드를 자신의 마법 & 함정 존에 앞면 표시로 놓는다.",
21157,ARG☆S－열투의 파르테,"이 카드명의 ①③의 효과는 각각 1턴에 1번밖에 사용할 수 없다. ①: 자신 / 상대 턴에, 패의 이 카드를 상대에게 보여주고 발동할 수 있다. 자신 필드의 앞면 표시인 ""ARG☆S(아르고스타즈)"" 지속 함정 카드 1장을 패로 되돌리고, 이 카드를 특수 소환한다. ②: 이 카드의 공격력 / 수비력은, 자신 필드의 다른 ""ARG☆S(아르고스타즈)"" 몬스터의 종류 × 700 올린다. ③: 필드의 이 카드를 제외하고 발동할 수 있다. 패에서 지속 함정 카드 1장을 세트한다. 이 효과로 세트한 카드는 세트한 턴에도 발동할 수 있다.",
20749,ARG☆S－영관의 아드라,"이 카드명의 ③의 효과는 1턴에 1번밖에 사용할 수 없다. ①: 상대 턴에, 자신 필드에 지속 함정 카드가 존재할 경우, 이 카드를 패에서 제외하고 발동할 수 있다. 필드의 몬스터 1장의 공격력을 턴 종료시까지 0 으로 한다. ②: 이 카드를 일반 소환했을 경우에 발동한다. 이 턴에, 자신의 지속 함정 카드의 효과 발동에 대하여 상대는 효과를 발동할 수 없다. ③: 필드의 이 카드를 제외하고 발동할 수 있다. 패 / 덱에서 ""ARG☆S(아르고스타즈)"" 지속 함정 카드를 2장까지 자신의 마법 & 함정 존에 앞면 표시로 놓는다(같은 이름의 카드는 1장까지).",
21456,ARG☆S－용준의 아리온,"레벨 4 몬스터 × 2<br>""ARG☆S(아르고스타즈)－용준의 아리온""은 1턴에 1번, 자신 필드의 ""ARG☆S(아르고스타즈)"" 몬스터 위에 겹쳐 엑시즈 소환할 수도 있다. 이 카드명의 ①②의 효과는 각각 1턴에 1번밖에 사용할 수 없다. ①: 이 카드를 엑시즈 소환했을 경우에 발동할 수 있다. 덱에서 ""ARG☆S(아르고스타즈)"" 마법 카드 1장을 패에 넣는다. ②: 자신 / 상대의 스탠바이 페이즈에, 이 카드의 엑시즈 소재를 2개 제거하고 발동할 수 있다. 자신 묘지에서 ""ARG☆S(아르고스타즈)"" 지속 함정 카드를 3장까지 자신의 마법 & 함정 존에 앞면 표시로 놓는다.",
20808,ARG☆S－자전의 튜델,"①: 이 카드가 마법 & 함정 존에 존재하는 한, 자신 필드의 전사족 몬스터의 공격력 / 수비력은 500 올린다. ②: 1턴에 1번, 패를 1장 버리고 발동할 수 있다. 이 카드는 이하의 효과를 가지는 효과 몬스터(전사족 / 빛 / 레벨 4 / 공 2000 / 수 2000)가 되고, 몬스터 존에 특수 소환한다(함정 카드로도 취급한다). 그 후, 덱에서 ""ARG☆S(아르고스타즈)－자전의 튜델"" 이외의 ""ARG☆S(아르고스타즈)"" 카드 1장을 패에 넣을 수 있다. ●자신 / 상대 턴에 1번, 발동할 수 있다. 이 카드를 자신의 마법 & 함정 존에 앞면 표시로 놓는다.",
21628,ASHLAN－U1000형,"종족과 속성이 다른 몬스터 2장<br>이 카드명의 ②③의 효과는 각각 1턴에 1번밖에 사용할 수 없다. ①: 이 카드의 링크 앞의 의식 몬스터가 수비 표시 몬스터를 공격했을 경우, 그 수비력을 공격력이 넘은 만큼만 상대에게 전투 데미지를 준다. ②: 패의 의식 몬스터 1장을 상대에게 보여주고 발동할 수 있다. 보여준 몬스터와는 종족과 속성이 다른 의식 몬스터 1장을 덱에서 패에 넣는다. ③: 자신이 몬스터를 의식 소환했을 경우, 상대 필드의 앞면 표시 카드 1장을 대상으로 하고 발동할 수 있다. 그 카드를 패로 되돌린다.",
20290,AtoZ 에너지로드,"이 카드명의 ①②의 효과는 각각 1턴에 1번밖에 사용할 수 없다. ①: 상대가 마법 / 함정 / 몬스터의 효과를 발동했을 때에 발동할 수 있다. 자신 필드의 레벨 8 이상이고 기계족 / 빛 속성인 융합 몬스터의 수만큼 자신은 드로우한다. ②: 자신 스탠바이 페이즈에, 묘지의 이 카드를 제외하고 발동할 수 있다. 유니온 몬스터를 포함하는 자신의 제외 상태의 기계족 / 빛 속성 몬스터를 6장까지 덱으로 되돌린다.",
12589,AtoZ－드래곤 버스터캐논,"""ABC－드래곤 버스터"" ＋ ""XYZ－드래곤 캐논""<br>자신 필드의, 원래의 카드명이 상기 카드를 제외했을 경우에만 특수 소환할 수 있다. ①: 상대가 몬스터의 효과 / 마법 / 함정 카드를 발동했을 때, 패를 1장 버리고 발동할 수 있다. 그 발동을 무효로 하고 파괴한다. ②: 자신 / 상대 턴에, 필드의 이 카드를 제외하고, 자신의 제외 상태의 ""ABC－드래곤 버스터"" ""XYZ－드래곤 캐논""을 1장씩 대상으로 하여 발동할 수 있다. 그 몬스터를 특수 소환한다.",
19623,A·O·G 리턴제로,"어둠 속성 튜너 ＋ 튜너 이외의 몬스터 1장 이상<br>①: 상대가 몬스터의 효과를 발동했을 때, 속성이 그 몬스터와 같아지는 몬스터 1장을 자신 묘지에서 제외하고 발동할 수 있다(이 턴에, 이 카드명의 이 효과를 발동하기 위해 같은 속성의 몬스터를 제외할 수 없다). 그 발동을 무효로 하고 파괴한다. ②: 1턴에 1번, 자신의 묘지 / 제외 상태인 ""제넥스"" 몬스터를 6장까지 대상으로 하고 발동할 수 있다(같은 속성은 1장까지). 그 몬스터를 덱으로 되돌린다. 그 후, 그 수까지 마법 & 함정 존의 카드를 파괴할 수 있다.",
8408,A·O·J D.D. 체커,"이 카드가 필드 위에 앞면 표시로 존재하는 한, 서로 빛 속성 몬스터를 특수 소환할 수 없다.",
7541,A·O·J 갈라드홀그,"빛 속성 몬스터와 전투를 실행할 경우, 데미지 스텝 동안 이 카드의 공격력은 200 포인트 올린다.",
8417,A·O·J 디사이시브 암즈,"튜너 ＋ 튜너 이외의 몬스터 2장 이상<br>상대 필드 위의 빛 속성 몬스터가 앞면 표시로 존재할 경우, 1턴에 1번, 다음 효과에서 1개를 선택하고 발동할 수 있다.<br>●상대 필드 위에 세트된 카드 1장을 파괴한다.<br>●패를 1장 묘지로 보내는 것으로, 상대 필드 위에 존재하는 마법/함정 카드를 전부 파괴한다.<br>●자신의 패를 전부 묘지로 보내는 것으로, 상대의 패를 확인하고 그 중에서 빛 속성 몬스터를 전부 묘지로 보낸다. 그 후 묘지로 보낸 상대 몬스터의 공격력 합계만큼 데미지를 상대 라이프에 준다.",
7836,A·O·J 라이트 게이저,"튜너 ＋ 튜너 이외의 몬스터 1장 이상<br>①: 이 카드의 공격력은, 상대 묘지의 빛 속성 몬스터의 수 × 200 올린다.",
7542,A·O·J 루드라,"빛 속성 몬스터와 전투를 실행할 경우, 데미지 스텝 동안 이 카드의 공격력은 700 포인트 올린다.",
8111,A·O·J 리버스 브레이크,"필드 위에 앞면 표시로 빛 속성 몬스터가 존재할 경우, 이 카드를 파괴한다. 이 카드가 뒷면 수비 표시의 몬스터를 공격했을 경우, 데미지 계산을 실행하지 않고 뒷면 수비 표시인 채로 그 몬스터를 파괴한다.",
7962,A·O·J 리서처,"패를 1장 버리고 발동한다. 상대 필드 위에 뒷면 수비 표시로 존재하는 몬스터 1장을 앞면 공격 표시로 한다. 이때, 리버스 효과 몬스터의 효과는 발동하지 않는다. 이 효과는 1턴에 1번밖에 사용할 수 없다.",
8407,A·O·J 리설 웨폰,"이 카드가 전투에 의해서 빛 속성 몬스터를 파괴하고 묘지로 보냈을 때, 자신의 덱에서 카드를 1장 드로우한다. 이 효과로 드로우한 카드가 레벨 4 이하의 어둠 속성 몬스터였을 경우, 그 카드를 상대에게 보여주는 것으로 자신 필드 위에 특수 소환할 수 있다.",
7961,A·O·J 블라인드 서커,이 카드와 전투를 실행한 빛 속성 몬스터의 효과는 무효화된다.,
7826,A·O·J 사우전드 암즈,"이 카드는 상대 필드 위에 앞면 표시로 존재하는 빛 속성 몬스터에 1번씩 공격할 수 있다. 빛 속성 이외의 몬스터와 전투를 실행할 경우, 그 데미지 계산 전에 이 카드를 파괴한다.",
8409,A·O·J 사이클리더,"이 카드를 패에서 묘지에 버리고 발동한다. 상대의 묘지에 존재하는 빛 속성 몬스터를 2장까지 선택하고, 게임에서 제외한다. 이 효과는 상태 턴에도 발동할 수 있다.",
