konami_id,name,text
18382,CAN－I:D,"【조건】자신 묘지의 몬스터가 오메가사이킥족 / 사이킥족뿐일 경우, 패 1장을 묘지로 보내고 발동할 수 있다.
【효과】패의 몬스터(레벨 7 / 사이킥족) 1장을 자신 필드에 앞면 표시로 특수 소환한다. 자신 묘지에 ""CAN(캔):D(디)""가 있을 경우, 추가로 이 카드의 공격력은 턴 종료시까지 700 올린다."
17199,CAN－Melo:D,"【조건】이 카드 이외의 자신 필드의 앞면 표시 몬스터(레벨 5 이상) 1장을 주인의 패로 되돌리고 발동할 수 있다.
【효과】상대 필드의 뒷면 표시의 카드 1장을 고르고 주인의 덱으로 되돌린다. 자신의 LP가 상대보다 적을 경우, 추가로 자신 묘지의 일반 몬스터(레벨 1 / 사이킥족) 1장을 고르고 패에 넣을 수 있다."
16326,CAN－Re:D,"【조건】없음
【효과】자신 필드의 앞면 표시 몬스터(공격력 500 이하) 1장을 고르고 주인의 패로 되돌린다. 이 턴에, 이 카드가 앞면 표시인 동안, 자신은 몬스터(수비력 1500 이상)를 공격 표시로 어드밴스 소환할 수 없다."
17681,CAN－Sp:D,"【조건】자신 필드에 이 카드 이외의 앞면 표시 몬스터(오메가사이킥족 또는 사이킥족)가 있을 경우, 덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【효과】자신 필드의 앞면 표시 몬스터 1장을 고른다. 이 턴에, 그 몬스터의 공격력은 200 올리고, 그 몬스터의 공격 선언시에 상대는 함정 카드를 발동할 수 없다."
17292,C등번호39 구아황 홈플레이트,"【조건】자신 묘지의 몬스터(레벨 4 / 화염 속성) 3장을 덱으로 되돌리고 발동할 수 있다.
【효과】이 카드의 공격력은 턴 종료시까지 1500 올린다. 자신의 LP가 1000 이하일 경우, 추가로 상대 필드의 앞면 표시 몬스터 1장을 고르고 그 공격력을 턴 종료시까지 3000 내릴 수 있다."
18934,DBF 리빌드라,"【조건】이 카드를 일반 소환 / 특수 소환한 자신 메인 페이즈에, 패의 ""블루 투스 버스트드래곤"" 또는 ""레드부트 부스트드래곤"" 1장을 상대에게 보여주고 발동할 수 있다.
【효과】자신 묘지의 ""드래곤즈 버스트 퓨전"" 또는 ""드래곤즈 부스트 퓨전"" 1장을 고르고 자신의 마법 & 함정 존에 세트한다."
18960,EX 플로러,"【조건】덱 위에서 카드 2장을 묘지로 보내고 발동할 수 있다.
【효과】이 카드의 공격력은 턴 종료시까지 300 올린다. 자신 묘지에 몬스터(갤럭시족)가 5장 이상 있을 경우, 추가로 자신 묘지의 일반 몬스터(갤럭시족)와 ""퓨전""을 각각 1장까지 고르고 패에 넣을 수 있다."
18681,F·G·D,"몬스터(드래곤족) × 5
이 카드는 퓨전 소환으로밖에 특수 소환할 수 없다.
【조건】없음
【지속 효과】이 카드는 몬스터(어둠 속성 / 땅 속성 / 물 속성 / 화염 속성 / 바람 속성)와의 전투로는 파괴되지 않는다."
18374,H·D·D,"【조건】없음
【지속 효과】자신은 드로우 페이즈에 패가 5장이 되도록 일반 드로우를 할 경우, 대신에 패가 6장이 되도록 일반 드로우를 한다."
16697,JAM:P 세트!,"【조건】자신 묘지의 일반 몬스터(레벨 2 이하 / 사이킥족) 1장을 덱 위로 되돌리고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터(레벨 8 이하) 1장을 고르고 주인의 덱 위로 되돌린다. 이 효과의 조건으로 ""CAN(캔):D(디)""를 덱 위로 되돌렸을 경우, 추가로 상대 묘지의 몬스터를 2장까지 고르고 덱으로 되돌릴 수 있다."
16346,JAM:P 스타트!,"【조건】자신 묘지의 몬스터(사이킥족) 2장을 좋아하는 순서대로 덱 아래로 되돌리고 발동할 수 있다.
【효과】자신 묘지의 일반 몬스터(사이킥족) 1장을 고르고 패에 넣는다. 이 효과로 ""CAN(캔):D(디)""를 패에 넣었을 경우, 추가로 자신은 1000 LP 회복한다."
16345,JAM:P 업!,"【조건】자신 필드의 앞면 표시 몬스터(사이킥족) 1장을 묘지로 보내고 발동할 수 있다.
【효과】패의 몬스터(레벨 7 / 사이킥족) 1장을 자신 필드에 앞면 표시로 특수 소환한다. 이 효과의 조건으로 ""CAN(캔):D(디)""를 묘지로 보냈을 경우, 이 효과로 특수 소환한 몬스터의 공격력은 턴 종료시까지 1500 올린다."
18286,JAM:P 체크!,"【조건】자신 필드에 일반 몬스터를 포함하는 앞면 표시 몬스터(사이킥족)가 2장 이상 있을 경우에 발동할 수 있다.
【효과】상대 필드의 뒷면 표시의 마법 / 함정 카드를 2장까지 골라 확인하고, 그 중에서 1장을 골라 파괴한다. 자신 필드에 앞면 표시의 ""CAN(캔):D(디)""가 있을 경우, 추가로 자신은 1000 LP 회복할 수 있다."
16904,Mr.알케,"【조건】자신 필드에 이 카드 이외의 몬스터가 없을 경우, 자신 필드의 앞면 표시의 이 카드를 묘지로 보내고 발동할 수 있다.
【효과】자신 묘지의 ""낙오자 사역마"" 1장을 고르고 패에 넣는다. 그 후, 자신은 1장 드로우할 수 있다. 이 효과로 드로우했을 경우, 이 턴에, 자신은 몬스터(레벨 6 이하)로 공격할 수 없다."
17954,RB 드래폰,"【조건】자신 필드의 앞면 표시 몬스터(드래곤족)가 상대의 공격 또는 상대의 효과로 파괴되었을 때에 발동할 수 있다.
【효과】자신의 덱 위에서 카드 2장을 묘지로 보낸다. 자신 필드에 몬스터가 없을 경우, 추가로 자신 묘지의 ""블루 투스 버스트드래곤"" 또는 ""레드부트 부스트드래곤"" 1장을 고르고 자신 필드에 앞면 표시로 특수 소환할 수 있다."
18974,SF－EX 플라즈머,"""EX(엑스트라) 플로러"" ＋ 몬스터(빛 속성 / 갤럭시족)
【조건】덱 위에서 카드 2장을 묘지로 보내고 발동할 수 있다.
【효과】상대의 마법 & 함정 존의 카드 1장을 고르고 파괴한다."
16680,SP 샤인 가드,"【조건】이 카드를 일반 소환 / 특수 소환한 자신 메인 페이즈에, 600 LP를 지불하고 발동할 수 있다.
【효과】자신 묘지의 ""명사교환 지명함"" ""체력증강제 스트롱Z(제트)""를 각각 1장까지 고르고 자신의 마법 & 함정 존에 세트한다. 이 턴에, 자신은 몬스터(기계족 이외)로 공격할 수 없다."
17963,SP 어시스턴트 아치,좋아하는 실험은 화염색 반응! 불타는 기분을 원동력으로 오늘 하루도 열심히 하겠습니다!
17950,SSD 드레이크,"【조건】상대 필드에 몬스터가 있을 경우, 패의 마법 / 함정 카드 1장을 묘지로 보내고 발동할 수 있다.
【효과】자신 묘지의 일반 몬스터(레벨 4 이하 / 드래곤족) 2장을 고르고, 자신 필드에 앞면 수비 표시로 특수 소환한다."
16160,TCB,"【조건】패의 몬스터 1장을 상대에게 보여주고 발동할 수 있다.
【효과】자신 또는 상대 필드의 앞면 표시 몬스터를 합계 3장까지 고른다. 이 턴에, 그 몬스터의 종족을 이 효과의 조건으로 보여준 몬스터와 같은 종족으로 한다."
17325,TUM－새크리파이스 포스,"【조건】자신 필드의 앞면 표시 몬스터(화염 속성) 1장을 묘지로 보내고 발동할 수 있다.
【효과】패의 몬스터(레벨 8 / 화염 속성) 1장을 자신 필드에 앞면 표시로 특수 소환한다. 이 효과의 조건으로 몬스터(레벨 8)를 묘지로 보냈을 경우, 추가로 상대 필드의 마법 / 함정 카드 1장을 고르고 파괴할 수 있다."
17952,α번 드레이크,다양한 가능성을 품은 어린 드래곤. 고글을 통해 보여지는 광대한 VR 세계를 동경하고 있다.
17948,β번 드래곤,"【조건】이 카드를 일반 소환한 턴에, 자신 필드에 이 카드 이외의 앞면 표시 몬스터(드래곤족)가 있을 경우에 발동할 수 있다.
【효과】[상대 필드의 몬스터의 수] × 100 데미지를 상대에게 준다."
17025,가가가 거츠,"【조건】자신 필드의 몬스터가 상대의 효과로 파괴되었을 때에 발동할 수 있다.
【효과】자신 묘지의 몬스터(화염 속성) 1장을 고르고, 자신 필드에 앞면 수비 표시로 특수 소환한다. 이 효과로 ""등번호39 구아황 홈"" 또는 ""등번호99 구아황룡 홈그랜드라""를 특수 소환했을 경우, 추가로 상대 필드의 몬스터 1장을 고르고 파괴할 수 있다."
16970,가가가 외야,"근성 넘치는 수비와 의외성 있는 타격이 매력적인 야구 전사. 펜스 옆의 마술사라고도 불리며, 기록보다 기억에 남는 타입."
18707,가면주술사 커스드 규라,저주의 주문으로 상대를 제압하는 가면 몬스터.
17281,가속귀 부스터틀,광기의 계획에 의해 탄생한 거북이. 부스터를 구사해 자유롭게 우주 공간을 이동하는 듯하다.
17587,가제트 솔저,전투를 위해 제조된 기계 전사. 녹슬지 않는 금속으로 되어 있다.
17286,감사하는 개미,언제나 지지해 주는 동료들에게 감사하는 개미. 함께 싸울 동료들을 더욱 늘리겠다고 결심하고 있다.
16351,감옥도 아네 고 록,"【조건】없음
【효과】이 카드가 필드 존에 앞면 표시인 한, 양쪽 플레이어는 몬스터(레벨 5 / 6)를 어드밴스 소환할 수 없다."
16294,감옥의 신 다이안 켓,"【조건】패 1장을 묘지로 보내고 발동할 수 있다.
【효과】상대의 패를 확인하고, 그 중에서 카드 1장을 골라 묘지로 보낸다. 이 효과로 몬스터(레벨 7 이상)가 묘지로 보내졌을 경우, 추가로 자신은 1000 LP 회복한다."
16586,갑부 고블린,"【조건】없음
【효과】자신은 1장 드로우한다. 그 후, 상대는 1000 LP 회복한다."
16674,강격룡 메타기아스,"【조건】패의 몬스터(레벨 7 이상 / 드래곤족) 1장을 묘지로 보내고 발동할 수 있다.
【효과】이 턴에, 이 카드는 전투와 상대의 함정 카드의 효과로는 파괴되지 않으며, 이 카드가 몬스터에 공격한 배틀 페이즈 중, 이 카드는 1번만 더 몬스터에 공격할 수 있다."
16138,강기신 미러이노베이터,"【조건】없음
【효과】이 카드와 같은 종족의 자신 묘지의 몬스터를 3장까지 고른다. 이 카드의 공격력은 턴 종료시까지, [고른 몬스터의 레벨의 합계] × 100 올린다. 그 후, 고른 몬스터를 덱으로 되돌린다. 이 효과로 몬스터 1장만을 되돌렸을 경우, 이 턴에, 이 카드의 공격은 관통한다."
17554,강자의 유열,"【조건】상대가 몬스터를 일반 소환했을 때에 발동할 수 있다.
【효과】자신 필드의 앞면 표시 일반 몬스터 1장을 고르고, 그 공격력 / 수비력을 턴 종료시까지, [상대가 일반 소환한 그 몬스터의 레벨] × 100 올린다."
18694,강철마 마틴 바이너리,"【조건】없음
【효과】[상대 필드의 앞면 표시 몬스터의 수]만큼 코인 토스를 실행한다. 그 중 1회 이상이 앞면인 경우, 이 턴에, 이 카드는 2회 공격할 수 있다. 그 중 3회 모두 앞면인 경우, 추가로 이 턴에, 이 카드의 공격은 관통한다."
17619,강한 소년 세븐즈로드,"【조건】자신 묘지에 몬스터가 있을 경우, 덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【효과】이 카드의 공격력은 턴 종료시까지, [자신 묘지 몬스터의 속성의 종류] × 200 올린다. 상대의 LP가 700 이하일 경우, 추가로 상대에게 7억 데미지를 준다."
16180,개미리버티 플래그,"【조건】상대가 몬스터를 일반 소환 / 특수 소환했을 때에 발동할 수 있다.
【효과】자신의 패 또는 자신 묘지의 몬스터(곤충족 / 공격력 100 이하) 1장을 고르고, 자신 필드에 앞면 표시로 특수 소환한다."
17019,개울,"【조건】없음
【효과】이 카드가 필드 존에 앞면 표시인 한, 서로의 필드의 앞면 표시 몬스터(레벨 3 이하의 어류족 / 해룡족 / 번개족 / 물족)의 공격력 / 수비력은 600 올린다."
15937,갤럭시 나루토롤러,"【조건】자신 또는 상대 필드에 앞면 표시의 ""우주""가 있을 경우, 덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【효과】이 카드의 공격력은 턴 종료시까지 600 올린다."
18963,갤럭티아라 F 이브,"""갤럭티아라 이브"" ＋ 몬스터(빛 속성 / 갤럭시족)
【조건】자신 묘지의 ""퓨전"" 1장을 덱 위나 아래로 되돌리고 발동할 수 있다.
【효과】자신은 1장 드로우한다. 그 후, 자신 묘지의 일반 몬스터(갤럭시족) 1장을 고르고 자신 필드에 앞면 표시로 특수 소환할 수 있다."
18372,갤럭티아라 이브,"【조건】자신 필드에 이 카드 이외의 몬스터가 없을 경우, 패의 몬스터(갤럭시족 / 공격력 1600 이상) 1장을 묘지로 보내고 발동할 수 있다.
【효과】자신 필드의 이 카드를 묘지로 보내고, 자신은 1장 드로우한다. 그 후, 자신 묘지의 몬스터가 3장 이하일 경우, 자신은 1장 드로우한다."
18932,갤럭티카 데자뷰,"【조건】상대의 LP가 4000 이상일 경우, 자신 필드의 앞면 표시의 이 카드를 묘지로 보내고 발동할 수 있다.
【효과】자신의 덱 맨 위의 카드를 묘지로 보낸다. 이 효과로 일반 몬스터(레벨 4 이하 / 빛 속성 / 갤럭시족)가 묘지로 보내졌을 경우, 추가로 그 몬스터를 자신 필드에 앞면 표시로 특수 소환할 수 있다. 그 후, [이 효과로 특수 소환한 몬스터의 원래 공격력]만큼 상대에게 데미지를 준다."
17935,갤럭티카 라티스,"【조건】상대가 몬스터를 일반 소환 / 특수 소환했을 때에 발동할 수 있다.
【효과】자신 필드의 공격 표시의 일반 몬스터(갤럭시족)를 3장까지 고르고 앞면 수비 표시로 한다. 그 후, 자신 필드의 모든 앞면 표시 몬스터의 수비력을 턴 종료시까지, [자신 필드의 앞면 표시 몬스터(갤럭시족)의 수] × 500 올린다."
18307,갤럭티카 레미니센스,"【조건】자신 묘지의 함정 카드 1장을 덱으로 되돌리고 발동할 수 있다.
【효과】자신 필드의 모든 앞면 표시 몬스터(갤럭시족)의 공격력을 턴 종료시까지 400 올린다. 자신 필드에 앞면 표시의 ""갤럭티카 오블리비언""이 있을 경우, 추가로 상대 필드의 모든 앞면 표시 몬스터의 공격력을 턴 종료시까지 1000 내릴 수 있다."
17934,갤럭티카 리펄전,"【조건】자신 필드의 앞면 표시의 일반 몬스터(갤럭시족)가 3장일 경우에 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터(레벨 8 이하) 1장을 고르고 주인의 패로 되돌린다."
18272,갤럭티카 사이포스,"【조건】상대 필드에 앞면 표시 몬스터(레벨 7 / 8)가 있을 경우, 자신 필드의 앞면 표시 몬스터(갤럭시족) 1장에 장착할 수 있다.
【효과】장착 몬스터의 공격력은 [자신 필드의 앞면 표시 일반 몬스터의 수] × 300 올린다. 장착 몬스터가 ""갤럭티카 오블리비언""일 경우, 추가로 공격력을 1000 올린다."
17570,갤럭티카 암네지아,"【조건】패 1장을 덱 아래로 되돌리고 발동할 수 있다.
【효과】자신 묘지의 일반 몬스터(레벨 6 이하 / 갤럭시족) 2장을 고르고, 자신 필드에 앞면 표시로 특수 소환한다. 이 턴에, 자신은 몬스터(갤럭시족 이외)로 공격할 수 없다."
18976,갤럭티카 애더개틀링,"【조건】자신 필드의 앞면 표시 몬스터(갤럭시족) 1장에 장착할 수 있다.
【효과】장착 몬스터의 공격력 / 수비력은 200 올리고, 그 몬스터는 상대의 함정 카드의 효과로는 파괴되지 않는다."
17488,갤럭티카 오블리비언,워 투 젠! 오우섬 트루 굿 나이트!
17932,갤럭티카 자메이뷰,"【조건】이 카드를 일반 소환한 턴에, 자신 필드에 이 카드 이외의 몬스터가 없을 경우, 자신 묘지의 마법 카드 2장을 덱으로 되돌리고 발동할 수 있다.
【효과】자신은 1장 드로우한다."
18243,갤럭티카 타불라라사,"【조건】패의 마법 카드 1장을 묘지로 보내고 발동할 수 있다.
【효과】상대의 마법 & 함정 존의 카드 1장을 고르고 주인의 패로 되돌린다. 그 후, 상대 필드의 앞면 표시 몬스터(레벨 7 이하 / 공격력 2500 이상) 1장을 고르고 그 공격력을 턴 종료시까지 2500 내릴 수 있다."
17583,갤럭티카 포스,"【조건】자신 묘지의 몬스터(갤럭시족) 3장을 덱으로 되돌리고 발동할 수 있다.
【효과】자신 필드의 모든 앞면 표시 일반 몬스터(갤럭시족)의 공격력은 턴 종료시까지, [서로의 필드의 앞면 표시 일반 몬스터의 수] × 300 올린다."
17223,거부 고블린,"【조건】자신 필드의 앞면 표시의 이 카드를 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터(레벨 8 이하) 1장을 고르고, 그 공격력을 턴 종료시까지 500 내린다. 그 후, 자신 묘지의 ""갑부 고블린"" 1장을 골라 덱 위로 되돌릴 수 있다. 되돌렸을 경우, 추가로 상대 필드의 앞면 표시 몬스터(레벨 8 이하) 1장을 골라 파괴할 수 있다."
17911,겟코의 3불가사의,"【조건】자신 필드에 앞면 표시의 일반 몬스터(레벨 3 이하 / 파충류족)가 있을 경우, 상대 몬스터의 공격 선언시에 발동할 수 있다.
【효과】자신 필드의 앞면 표시 몬스터(파충류족) 1장을 고르고, 그 공격력을 턴 종료시까지, [자신 필드의 앞면 표시 몬스터(파충류족)의 수] × 1000 올린다."
17928,격류장,"【조건】자신 또는 상대가 몬스터를 일반 소환 / 특수 소환했을 때에 발동할 수 있다.
【효과】서로의 필드의 몬스터를 전부 파괴한다."
17328,격린해방,"【조건】상대 필드에 몬스터가 있을 경우, 1000 LP를 지불하고 발동할 수 있다.
【효과】자신의 덱 위에서 카드 5장을 묘지로 보낸다. 그 중에 몬스터(파충류족)가 있었을 경우, 추가로 자신 필드의 앞면 표시 몬스터(파충류족) 1장을 고르고 그 공격력을 턴 종료시까지 [이 효과로 묘지로 보낸 몬스터(파충류족)의 수] × 200 올릴 수 있다."
15675,격창 데먼즈록,"【조건】상대가 몬스터를 일반 소환했을 때, 패의 몬스터(악마족) 2장을 묘지로 보내고 발동할 수 있다.
【효과】서로의 필드의 앞면 표시 몬스터(레벨 8 이하)를 전부 파괴한다."
15785,격투쥐 추스케,쥐 세계의 최강 격투기 선수를 목표로 세계를 방랑하고 있는 열혈 쥐. 함부로 건드렸다가는 뜨거운 맛을 보게 될걸?
17689,견전낭랑,"【조건】이 카드를 일반 소환한 턴에, 패 1장을 덱 아래로 되돌리고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터 1장을 고르고, 그 공격력을 턴 종료시까지 500 내린다. 그 후, 자신 묘지의 몬스터(레벨 7 이상 / 물족) 1장을 고르고 패에 넣을 수 있다."
17337,경고린광,"【조건】자신 필드에 앞면 표시 몬스터(파충류족)가 있을 경우, 상대가 몬스터(레벨 7 이상)를 앞면 표시로 일반 소환 / 특수 소환했을 때에 발동할 수 있다.
【효과】이 턴에, 상대는 몬스터(공격력 3000 이상)로 공격할 수 없다. 추가로, 자신 묘지의 몬스터(파충류족)를 5장까지 고르고 덱으로 되돌릴 수 있다."
16601,경악희 클럽넷,합주부대의 해결사. 부드러운 선율로 공격에 깊이를 더한다. 흥분하면 머리가 빛난다.
16781,고개수길드,"【조건】상대가 드로우 페이즈에 일반 드로우를 했을 때, 1000 LP를 지불하고 발동할 수 있다.
【효과】자신 필드의 공격 표시 몬스터를 2장까지 고르고 앞면 수비 표시로 한다. 그 후, 자신 필드의 수비 표시 몬스터가 3장일 경우, 상대 묘지의 몬스터를 5장까지 고르고 덱으로 되돌릴 수 있다."
15658,고개수깁스,"【조건】자신 필드의 공격 표시 몬스터(레벨 7 이상 / 전사족) 1장을 앞면 수비 표시로 하고 발동할 수 있다.
【효과】자신은 1장 드로우한다."
16991,고고고 심판,"【조건】자신 묘지의 ""열혈 스피릿 스타디움"" 1장을 덱으로 되돌리고 발동할 수 있다.
【효과】자신 묘지의 일반 몬스터(화염 속성 / 수비력 400) 1장을 고르고, 자신 필드에 앞면 표시로 특수 소환한다. 이 턴에, 자신은 몬스터(화염 속성 이외)로 공격할 수 없다."
16161,고대 베리어,"【조건】자신 묘지의 같은 종족의 몬스터 2장을 덱으로 되돌리고 발동할 수 있다.
【효과】자신 필드의 앞면 표시 몬스터(레벨 8 이하)를 2장까지 고른다. 이 턴에, 그 몬스터는 상대의 함정 카드의 효과로는 파괴되지 않는다."
17198,고대 어라이브 드래곤,"【조건】패 1장을 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터를 2장까지 고르고, 그 공격력을 턴 종료시까지 400 내린다. 그 후, 자신 묘지의 ""클리어 아이스 드래곤"" ""버닝 브레이즈 드래곤""을 각각 1장까지 골라 자신 필드에 앞면 표시로 특수 소환할 수 있다."
15799,고대 어라이즈 드래곤,"【조건】덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【효과】이 카드의 공격력은 턴 종료시까지 600 올린다. 자신 묘지에 ""클리어 아이스 드래곤""과 ""버닝 브레이즈 드래곤""이 있을 경우, 그 2장을 덱으로 되돌릴 수 있다. 되돌렸을 경우, 상대 필드의 앞면 표시 몬스터(수비력 1500 이하) 1장을 고르고 파괴할 수 있다."
17279,고대의 도마뱀 전사,태고적 모습을 그대로 한 도마뱀 전사. 의외로 강하다.
17563,고대의 룰,"【조건】없음
【효과】패의 일반 몬스터(레벨 5 이상) 1장을 자신 필드에 앞면 표시로 특수 소환한다."
16120,고대의 망원경,"【조건】없음
【효과】상대는 자신의 덱 위에서 카드를 5장 넘기고, 서로 확인한다. 그 후, 상대는 넘긴 카드를 원래의 순서대로 덱 위로 되돌린다."
15195,고대의 수호거북,"전통을 중요시 여기며, 옛날 옛적 좋았던 시대를 떠올리곤 한다. 그 시절은 참 좋았다."
15669,고랑 갈륨,신의 가호를 거부한 짐승. 평온은 없지만 자유를 얻었다.
18708,고블린의 함정대장,"【조건】자신 묘지에 ""전사의 생환"" 또는 ""함정 속으로""가 있을 경우, 덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터 1장을 고르고, 그 공격력을 턴 종료시까지, [자신 묘지의 ""전사의 생환"" ""함정 속으로""의 수의 합계] × 1000 내린다."
18265,고스트 비샤스,"【조건】자신 필드에 이 카드 이외의 앞면 표시 몬스터(레벨 5 / 언데드족)가 있을 경우, 500 LP를 지불하고 발동할 수 있다.
【효과】자신 필드의 앞면 표시 몬스터(레벨 5 / 언데드족) 1장을 고른다. 이 턴에, 그 몬스터는 2회 공격할 수 있다."
17539,고스트 싸이크론,"【조건】자신 필드에 몬스터가 없을 경우에 발동할 수 있다.
【효과】상대 필드의 마법 / 함정 카드 1장을 고르고 파괴한다. 자신 묘지의 몬스터가 3장 이하일 경우, 추가로 자신은 1장 드로우할 수 있다."
15922,고양이의 눈,"【조건】자신 필드의 앞면 표시 몬스터(야수족)가 3장일 경우에 발동할 수 있다.
【효과】상대는 카드의 종류(몬스터 / 마법 / 함정)를 선언하고, 자신의 덱 맨 위의 카드를 묘지로 보낸다. 그 카드가 선언한 종류의 카드가 아니었을 경우, 자신 필드의 모든 앞면 표시 몬스터는 이 턴에 직접 공격할 수 있다."
18587,골든아이즈 스타캣,금빛의 눈동자를 가진 별 고양이. 애교가 잔뜩.
15659,공격봉인,"【조건】없음
【효과】상대 필드의 공격 표시 몬스터 1장을 골라 앞면 수비 표시로 한다."
16673,공공룡 스톡버스터,"【조건】상대 필드에 카드가 5장 이상 있을 경우, 패 1장을 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 모든 앞면 표시 몬스터(레벨 7 이하)의 공격력은 턴 종료시까지 1500 내린다."
17299,관측귀 스파이터틀,"【조건】덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터(레벨 3~8) 1장을 고르고, 그 레벨을 턴 종료시까지 2 내린다."
15204,관통!,"【조건】없음
【효과】자신 필드의 앞면 표시 몬스터 1장을 고른다. 이 턴에, 그 몬스터의 공격은 관통한다(수비 표시 몬스터를 공격했을 때, 그 수비력을 공격력이 넘은 만큼만 전투 데미지를 준다)."
17668,광격룡 메타기아스타F,"""강격룡 메타기아스"" ＋ ""더☆드래곤""
【조건】덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【선택 효과】
●자신 필드의 모든 앞면 표시 몬스터의 공격력은 턴 종료시까지 500 올리고, 추가로 이 턴에, 이 카드는 몬스터에 2회 공격할 수 있다.
●자신 필드의 모든 앞면 표시 몬스터는 턴 종료시까지 전투와 상대의 함정 카드의 효과로는 파괴되지 않으며, 추가로 이 턴에, 이 카드는 2회 공격할 수 있다."
17518,광식충 마티레스,"【조건】덱 맨 위의 카드를 묘지로 보내고 발동할 수 있다.
【효과】상대 필드의 앞면 표시 몬스터(곤충족) 1장을 고르고, 그 공격력 / 수비력을 턴 종료시까지 800 내린다."
